file_name,label,size_bytes,duration_sec,sample_rate_Hz,channels,bit_depth
Major_462.wav,Major,198494,2.25,44100,1,16
Major_304.wav,Major,194084,2.2,44100,1,16
Major_258.wav,Major,198494,2.25,44100,1,16
Major_264.wav,Major,194084,2.2,44100,1,16
Major_270.wav,Major,198494,2.25,44100,1,16
Major_248.wav,Major,202902,2.3,44100,1,16
Major_274.wav,Major,198494,2.25,44100,1,16
Major_260.wav,Major,198494,2.25,44100,1,16
Major_328.wav,Major,198494,2.25,44100,1,16
Major_300.wav,Major,198494,2.25,44100,1,16
Major_466.wav,Major,194084,2.2,44100,1,16
Major_472.wav,Major,202902,2.3,44100,1,16
Major_314.wav,Major,194084,2.2,44100,1,16
Major_499.wav,Major,198494,2.25,44100,1,16
Major_12.wav,Major,194084,2.2,44100,1,16
Major_102.wav,Major,198494,2.25,44100,1,16
Major_116.wav,Major,198494,2.25,44100,1,16
Major_117.wav,Major,198494,2.25,44100,1,16
Major_103.wav,Major,198494,2.25,44100,1,16
Major_13.wav,Major,194084,2.2,44100,1,16
Major_498.wav,Major,198494,2.25,44100,1,16
Major_473.wav,Major,202902,2.3,44100,1,16
Major_315.wav,Major,194084,2.2,44100,1,16
Major_301.wav,Major,198494,2.25,44100,1,16
Major_467.wav,Major,194084,2.2,44100,1,16
Major_329.wav,Major,198494,2.25,44100,1,16
Major_261.wav,Major,198494,2.25,44100,1,16
Major_275.wav,Major,198494,2.25,44100,1,16
Major_249.wav,Major,202902,2.3,44100,1,16
Major_263.wav,Major,198494,2.25,44100,1,16
Major_277.wav,Major,198494,2.25,44100,1,16
Major_288.wav,Major,198494,2.25,44100,1,16
Major_459.wav,Major,194084,2.2,44100,1,16
Major_317.wav,Major,198494,2.25,44100,1,16
Major_471.wav,Major,198494,2.25,44100,1,16
Major_465.wav,Major,198494,2.25,44100,1,16
Major_303.wav,Major,194084,2.2,44100,1,16
Major_11.wav,Major,194084,2.2,44100,1,16
Major_9.wav,Major,198494,2.25,44100,1,16
Major_39.wav,Major,198494,2.25,44100,1,16
Major_129.wav,Major,202902,2.3,44100,1,16
Major_115.wav,Major,202902,2.3,44100,1,16
Major_101.wav,Major,194084,2.2,44100,1,16
Major_100.wav,Major,194084,2.2,44100,1,16
Major_114.wav,Major,202902,2.3,44100,1,16
Major_128.wav,Major,202902,2.3,44100,1,16
Major_38.wav,Major,198494,2.25,44100,1,16
Major_8.wav,Major,198494,2.25,44100,1,16
Major_10.wav,Major,194084,2.2,44100,1,16
Major_464.wav,Major,198494,2.25,44100,1,16
Major_302.wav,Major,194084,2.2,44100,1,16
Major_316.wav,Major,198494,2.25,44100,1,16
Major_470.wav,Major,198494,2.25,44100,1,16
Major_458.wav,Major,194084,2.2,44100,1,16
Major_289.wav,Major,198494,2.25,44100,1,16
Major_276.wav,Major,198494,2.25,44100,1,16
Major_262.wav,Major,198494,2.25,44100,1,16
Major_205.wav,Major,202902,2.3,44100,1,16
Major_211.wav,Major,198494,2.25,44100,1,16
Major_239.wav,Major,194084,2.2,44100,1,16
Major_371.wav,Major,194084,2.2,44100,1,16
Major_88.wav,Major,202902,2.3,44100,1,16
Major_417.wav,Major,202902,2.3,44100,1,16
Major_403.wav,Major,194084,2.2,44100,1,16
Major_365.wav,Major,194084,2.2,44100,1,16
Major_359.wav,Major,194084,2.2,44100,1,16
Major_77.wav,Major,198494,2.25,44100,1,16
Major_63.wav,Major,198494,2.25,44100,1,16
Major_173.wav,Major,194084,2.2,44100,1,16
Major_167.wav,Major,194084,2.2,44100,1,16
Major_198.wav,Major,202902,2.3,44100,1,16
Major_199.wav,Major,202902,2.3,44100,1,16
Major_166.wav,Major,194084,2.2,44100,1,16
Major_172.wav,Major,194084,2.2,44100,1,16
Major_62.wav,Major,198494,2.25,44100,1,16
Major_76.wav,Major,198494,2.25,44100,1,16
Major_358.wav,Major,194084,2.2,44100,1,16
Major_402.wav,Major,194084,2.2,44100,1,16
Major_364.wav,Major,194084,2.2,44100,1,16
Major_89.wav,Major,202902,2.3,44100,1,16
Major_370.wav,Major,194084,2.2,44100,1,16
Major_416.wav,Major,202902,2.3,44100,1,16
Major_238.wav,Major,194084,2.2,44100,1,16
Major_210.wav,Major,198494,2.25,44100,1,16
Major_204.wav,Major,202902,2.3,44100,1,16
Major_212.wav,Major,198494,2.25,44100,1,16
Major_206.wav,Major,194084,2.2,44100,1,16
Major_366.wav,Major,198494,2.25,44100,1,16
Major_400.wav,Major,194084,2.2,44100,1,16
Major_414.wav,Major,194084,2.2,44100,1,16
Major_372.wav,Major,194084,2.2,44100,1,16
Major_428.wav,Major,194084,2.2,44100,1,16
Major_48.wav,Major,198494,2.25,44100,1,16
Major_60.wav,Major,198494,2.25,44100,1,16
Major_399.wav,Major,194084,2.2,44100,1,16
Major_74.wav,Major,198494,2.25,44100,1,16
Major_164.wav,Major,194084,2.2,44100,1,16
Major_170.wav,Major,198494,2.25,44100,1,16
Major_158.wav,Major,198494,2.25,44100,1,16
Major_159.wav,Major,198494,2.25,44100,1,16
Major_171.wav,Major,198494,2.25,44100,1,16
Major_165.wav,Major,194084,2.2,44100,1,16
Major_75.wav,Major,198494,2.25,44100,1,16
Major_398.wav,Major,194084,2.2,44100,1,16
Major_61.wav,Major,198494,2.25,44100,1,16
Major_49.wav,Major,198494,2.25,44100,1,16
Major_429.wav,Major,194084,2.2,44100,1,16
Major_415.wav,Major,194084,2.2,44100,1,16
Major_373.wav,Major,194084,2.2,44100,1,16
Major_367.wav,Major,198494,2.25,44100,1,16
Major_401.wav,Major,194084,2.2,44100,1,16
Major_207.wav,Major,194084,2.2,44100,1,16
Major_213.wav,Major,198494,2.25,44100,1,16
Major_217.wav,Major,198494,2.25,44100,1,16
Major_203.wav,Major,202902,2.3,44100,1,16
Major_439.wav,Major,198494,2.25,44100,1,16
Major_405.wav,Major,194084,2.2,44100,1,16
Major_363.wav,Major,198494,2.25,44100,1,16
Major_377.wav,Major,198494,2.25,44100,1,16
Major_411.wav,Major,194084,2.2,44100,1,16
Major_65.wav,Major,194084,2.2,44100,1,16
Major_71.wav,Major,198494,2.25,44100,1,16
Major_388.wav,Major,194084,2.2,44100,1,16
Major_59.wav,Major,194084,2.2,44100,1,16
Major_149.wav,Major,194084,2.2,44100,1,16
Major_161.wav,Major,198494,2.25,44100,1,16
Major_175.wav,Major,194084,2.2,44100,1,16
Major_174.wav,Major,194084,2.2,44100,1,16
Major_160.wav,Major,198494,2.25,44100,1,16
Major_148.wav,Major,194084,2.2,44100,1,16
Major_58.wav,Major,194084,2.2,44100,1,16
Major_389.wav,Major,194084,2.2,44100,1,16
Major_70.wav,Major,198494,2.25,44100,1,16
Major_64.wav,Major,194084,2.2,44100,1,16
Major_376.wav,Major,198494,2.25,44100,1,16
Major_410.wav,Major,194084,2.2,44100,1,16
Major_404.wav,Major,194084,2.2,44100,1,16
Major_362.wav,Major,198494,2.25,44100,1,16
Major_438.wav,Major,198494,2.25,44100,1,16
Major_202.wav,Major,202902,2.3,44100,1,16
Major_216.wav,Major,198494,2.25,44100,1,16
Major_228.wav,Major,194084,2.2,44100,1,16
Major_200.wav,Major,202902,2.3,44100,1,16
Major_214.wav,Major,198494,2.25,44100,1,16
Major_348.wav,Major,198494,2.25,44100,1,16
Major_412.wav,Major,202902,2.3,44100,1,16
Major_374.wav,Major,194084,2.2,44100,1,16
Major_360.wav,Major,198494,2.25,44100,1,16
Major_99.wav,Major,194084,2.2,44100,1,16
Major_406.wav,Major,198494,2.25,44100,1,16
Major_72.wav,Major,198494,2.25,44100,1,16
Major_66.wav,Major,194084,2.2,44100,1,16
Major_176.wav,Major,194084,2.2,44100,1,16
Major_162.wav,Major,202902,2.3,44100,1,16
Major_189.wav,Major,198494,2.25,44100,1,16
Major_188.wav,Major,198494,2.25,44100,1,16
Major_163.wav,Major,202902,2.3,44100,1,16
Major_177.wav,Major,194084,2.2,44100,1,16
Major_67.wav,Major,194084,2.2,44100,1,16
Major_73.wav,Major,198494,2.25,44100,1,16
Major_98.wav,Major,194084,2.2,44100,1,16
Major_361.wav,Major,198494,2.25,44100,1,16
Major_407.wav,Major,198494,2.25,44100,1,16
Major_413.wav,Major,202902,2.3,44100,1,16
Major_375.wav,Major,194084,2.2,44100,1,16
Major_349.wav,Major,198494,2.25,44100,1,16
Major_215.wav,Major,198494,2.25,44100,1,16
Major_201.wav,Major,202902,2.3,44100,1,16
Major_229.wav,Major,194084,2.2,44100,1,16
Major_224.wav,Major,202902,2.3,44100,1,16
Major_230.wav,Major,202902,2.3,44100,1,16
Major_218.wav,Major,198494,2.25,44100,1,16
Major_350.wav,Major,202902,2.3,44100,1,16
Major_436.wav,Major,198494,2.25,44100,1,16
Major_422.wav,Major,194084,2.2,44100,1,16
Major_344.wav,Major,198494,2.25,44100,1,16
Major_95.wav,Major,194084,2.2,44100,1,16
Major_378.wav,Major,198494,2.25,44100,1,16
Major_81.wav,Major,194084,2.2,44100,1,16
Major_393.wav,Major,202902,2.3,44100,1,16
Major_387.wav,Major,194084,2.2,44100,1,16
Major_56.wav,Major,194084,2.2,44100,1,16
Major_42.wav,Major,194084,2.2,44100,1,16
Major_152.wav,Major,194084,2.2,44100,1,16
Major_146.wav,Major,194084,2.2,44100,1,16
Major_191.wav,Major,198494,2.25,44100,1,16
Major_185.wav,Major,198494,2.25,44100,1,16
Major_184.wav,Major,198494,2.25,44100,1,16
Major_190.wav,Major,198494,2.25,44100,1,16
Major_147.wav,Major,194084,2.2,44100,1,16
Major_153.wav,Major,194084,2.2,44100,1,16
Major_43.wav,Major,194084,2.2,44100,1,16
Major_57.wav,Major,194084,2.2,44100,1,16
Major_386.wav,Major,194084,2.2,44100,1,16
Major_392.wav,Major,202902,2.3,44100,1,16
Major_80.wav,Major,194084,2.2,44100,1,16
Major_379.wav,Major,198494,2.25,44100,1,16
Major_94.wav,Major,194084,2.2,44100,1,16
Major_423.wav,Major,194084,2.2,44100,1,16
Major_345.wav,Major,198494,2.25,44100,1,16
Major_351.wav,Major,202902,2.3,44100,1,16
Major_437.wav,Major,198494,2.25,44100,1,16
Major_219.wav,Major,198494,2.25,44100,1,16
Major_231.wav,Major,202902,2.3,44100,1,16
Major_225.wav,Major,202902,2.3,44100,1,16
Major_233.wav,Major,202902,2.3,44100,1,16
Major_227.wav,Major,194084,2.2,44100,1,16
Major_347.wav,Major,202902,2.3,44100,1,16
Major_421.wav,Major,194084,2.2,44100,1,16
Major_435.wav,Major,198494,2.25,44100,1,16
Major_353.wav,Major,194084,2.2,44100,1,16
Major_82.wav,Major,194084,2.2,44100,1,16
Major_409.wav,Major,194084,2.2,44100,1,16
Major_96.wav,Major,194084,2.2,44100,1,16
Major_384.wav,Major,194084,2.2,44100,1,16
Major_69.wav,Major,194084,2.2,44100,1,16
Major_390.wav,Major,194084,2.2,44100,1,16
Major_41.wav,Major,194084,2.2,44100,1,16
Major_55.wav,Major,194084,2.2,44100,1,16
Major_145.wav,Major,202902,2.3,44100,1,16
Major_151.wav,Major,194084,2.2,44100,1,16
Major_179.wav,Major,194084,2.2,44100,1,16
Major_186.wav,Major,198494,2.25,44100,1,16
Major_192.wav,Major,202902,2.3,44100,1,16
Major_193.wav,Major,202902,2.3,44100,1,16
Major_187.wav,Major,198494,2.25,44100,1,16
Major_178.wav,Major,194084,2.2,44100,1,16
Major_150.wav,Major,194084,2.2,44100,1,16
Major_144.wav,Major,202902,2.3,44100,1,16
Major_54.wav,Major,194084,2.2,44100,1,16
Major_40.wav,Major,194084,2.2,44100,1,16
Major_391.wav,Major,194084,2.2,44100,1,16
Major_68.wav,Major,194084,2.2,44100,1,16
Major_385.wav,Major,194084,2.2,44100,1,16
Major_408.wav,Major,194084,2.2,44100,1,16
Major_97.wav,Major,194084,2.2,44100,1,16
Major_83.wav,Major,194084,2.2,44100,1,16
Major_434.wav,Major,198494,2.25,44100,1,16
Major_352.wav,Major,194084,2.2,44100,1,16
Major_346.wav,Major,202902,2.3,44100,1,16
Major_420.wav,Major,194084,2.2,44100,1,16
Major_226.wav,Major,194084,2.2,44100,1,16
Major_232.wav,Major,202902,2.3,44100,1,16
Major_236.wav,Major,194084,2.2,44100,1,16
Major_222.wav,Major,202902,2.3,44100,1,16
Major_418.wav,Major,198494,2.25,44100,1,16
Major_87.wav,Major,194084,2.2,44100,1,16
Major_93.wav,Major,194084,2.2,44100,1,16
Major_424.wav,Major,194084,2.2,44100,1,16
Major_342.wav,Major,198494,2.25,44100,1,16
Major_356.wav,Major,202902,2.3,44100,1,16
Major_430.wav,Major,194084,2.2,44100,1,16
Major_44.wav,Major,198494,2.25,44100,1,16
Major_50.wav,Major,194084,2.2,44100,1,16
Major_78.wav,Major,194084,2.2,44100,1,16
Major_381.wav,Major,198494,2.25,44100,1,16
Major_395.wav,Major,194084,2.2,44100,1,16
Major_168.wav,Major,202902,2.3,44100,1,16
Major_140.wav,Major,202902,2.3,44100,1,16
Major_154.wav,Major,202902,2.3,44100,1,16
Major_183.wav,Major,194084,2.2,44100,1,16
Major_197.wav,Major,202902,2.3,44100,1,16
Major_196.wav,Major,202902,2.3,44100,1,16
Major_182.wav,Major,194084,2.2,44100,1,16
Major_155.wav,Major,202902,2.3,44100,1,16
Major_141.wav,Major,202902,2.3,44100,1,16
Major_169.wav,Major,202902,2.3,44100,1,16
Major_394.wav,Major,194084,2.2,44100,1,16
Major_380.wav,Major,198494,2.25,44100,1,16
Major_79.wav,Major,194084,2.2,44100,1,16
Major_51.wav,Major,194084,2.2,44100,1,16
Major_45.wav,Major,198494,2.25,44100,1,16
Major_357.wav,Major,202902,2.3,44100,1,16
Major_431.wav,Major,194084,2.2,44100,1,16
Major_425.wav,Major,194084,2.2,44100,1,16
Major_343.wav,Major,198494,2.25,44100,1,16
Major_92.wav,Major,194084,2.2,44100,1,16
Major_419.wav,Major,198494,2.25,44100,1,16
Major_86.wav,Major,194084,2.2,44100,1,16
Major_223.wav,Major,202902,2.3,44100,1,16
Major_237.wav,Major,194084,2.2,44100,1,16
Major_209.wav,Major,194084,2.2,44100,1,16
Major_221.wav,Major,202902,2.3,44100,1,16
Major_235.wav,Major,194084,2.2,44100,1,16
Major_369.wav,Major,198494,2.25,44100,1,16
Major_90.wav,Major,194084,2.2,44100,1,16
Major_84.wav,Major,194084,2.2,44100,1,16
Major_433.wav,Major,198494,2.25,44100,1,16
Major_355.wav,Major,198494,2.25,44100,1,16
Major_341.wav,Major,194084,2.2,44100,1,16
Major_427.wav,Major,194084,2.2,44100,1,16
Major_53.wav,Major,194084,2.2,44100,1,16
Major_47.wav,Major,198494,2.25,44100,1,16
Major_396.wav,Major,194084,2.2,44100,1,16
Major_382.wav,Major,194084,2.2,44100,1,16
Major_157.wav,Major,198494,2.25,44100,1,16
Major_143.wav,Major,194084,2.2,44100,1,16
Major_194.wav,Major,194084,2.2,44100,1,16
Major_180.wav,Major,194084,2.2,44100,1,16
Major_181.wav,Major,194084,2.2,44100,1,16
Major_195.wav,Major,194084,2.2,44100,1,16
Major_142.wav,Major,194084,2.2,44100,1,16
Major_156.wav,Major,198494,2.25,44100,1,16
Major_383.wav,Major,194084,2.2,44100,1,16
Major_397.wav,Major,194084,2.2,44100,1,16
Major_46.wav,Major,198494,2.25,44100,1,16
Major_52.wav,Major,194084,2.2,44100,1,16
Major_340.wav,Major,194084,2.2,44100,1,16
Major_426.wav,Major,194084,2.2,44100,1,16
Major_432.wav,Major,198494,2.25,44100,1,16
Major_354.wav,Major,198494,2.25,44100,1,16
Major_85.wav,Major,194084,2.2,44100,1,16
Major_91.wav,Major,194084,2.2,44100,1,16
Major_368.wav,Major,198494,2.25,44100,1,16
Major_234.wav,Major,194084,2.2,44100,1,16
Major_220.wav,Major,202902,2.3,44100,1,16
Major_208.wav,Major,194084,2.2,44100,1,16
Major_247.wav,Major,194084,2.2,44100,1,16
Major_253.wav,Major,198494,2.25,44100,1,16
Major_284.wav,Major,198494,2.25,44100,1,16
Major_290.wav,Major,198494,2.25,44100,1,16
Major_455.wav,Major,194084,2.2,44100,1,16
Major_333.wav,Major,194084,2.2,44100,1,16
Major_327.wav,Major,198494,2.25,44100,1,16
Major_441.wav,Major,202902,2.3,44100,1,16
Major_469.wav,Major,202902,2.3,44100,1,16
Major_496.wav,Major,194084,2.2,44100,1,16
Major_5.wav,Major,198494,2.25,44100,1,16
Major_482.wav,Major,198494,2.25,44100,1,16
Major_35.wav,Major,198494,2.25,44100,1,16
Major_21.wav,Major,198494,2.25,44100,1,16
Major_131.wav,Major,202902,2.3,44100,1,16
Major_125.wav,Major,198494,2.25,44100,1,16
Major_119.wav,Major,202902,2.3,44100,1,16
Major_118.wav,Major,202902,2.3,44100,1,16
Major_124.wav,Major,198494,2.25,44100,1,16
Major_130.wav,Major,202902,2.3,44100,1,16
Major_20.wav,Major,198494,2.25,44100,1,16
Major_34.wav,Major,198494,2.25,44100,1,16
Major_483.wav,Major,198494,2.25,44100,1,16
Major_497.wav,Major,194084,2.2,44100,1,16
Major_4.wav,Major,202902,2.3,44100,1,16
Major_468.wav,Major,202902,2.3,44100,1,16
Major_326.wav,Major,198494,2.25,44100,1,16
Major_440.wav,Major,202902,2.3,44100,1,16
Major_454.wav,Major,194084,2.2,44100,1,16
Major_332.wav,Major,194084,2.2,44100,1,16
Major_291.wav,Major,198494,2.25,44100,1,16
Major_285.wav,Major,198494,2.25,44100,1,16
Major_252.wav,Major,198494,2.25,44100,1,16
Major_246.wav,Major,194084,2.2,44100,1,16
Major_250.wav,Major,198494,2.25,44100,1,16
Major_244.wav,Major,198494,2.25,44100,1,16
Major_278.wav,Major,198494,2.25,44100,1,16
Major_293.wav,Major,194084,2.2,44100,1,16
Major_287.wav,Major,194084,2.2,44100,1,16
Major_442.wav,Major,194084,2.2,44100,1,16
Major_324.wav,Major,198494,2.25,44100,1,16
Major_330.wav,Major,194084,2.2,44100,1,16
Major_456.wav,Major,194084,2.2,44100,1,16
Major_318.wav,Major,194084,2.2,44100,1,16
Major_481.wav,Major,198494,2.25,44100,1,16
Major_6.wav,Major,198494,2.25,44100,1,16
Major_495.wav,Major,194084,2.2,44100,1,16
Major_22.wav,Major,198494,2.25,44100,1,16
Major_36.wav,Major,198494,2.25,44100,1,16
Major_126.wav,Major,202902,2.3,44100,1,16
Major_132.wav,Major,198494,2.25,44100,1,16
Major_133.wav,Major,198494,2.25,44100,1,16
Major_127.wav,Major,202902,2.3,44100,1,16
Major_37.wav,Major,198494,2.25,44100,1,16
Major_23.wav,Major,198494,2.25,44100,1,16
Major_7.wav,Major,198494,2.25,44100,1,16
Major_494.wav,Major,194084,2.2,44100,1,16
Major_480.wav,Major,198494,2.25,44100,1,16
Major_319.wav,Major,194084,2.2,44100,1,16
Major_331.wav,Major,194084,2.2,44100,1,16
Major_457.wav,Major,194084,2.2,44100,1,16
Major_443.wav,Major,194084,2.2,44100,1,16
Major_325.wav,Major,198494,2.25,44100,1,16
Major_286.wav,Major,194084,2.2,44100,1,16
Major_292.wav,Major,194084,2.2,44100,1,16
Major_279.wav,Major,198494,2.25,44100,1,16
Major_245.wav,Major,198494,2.25,44100,1,16
Major_251.wav,Major,198494,2.25,44100,1,16
Major_269.wav,Major,198494,2.25,44100,1,16
Major_255.wav,Major,198494,2.25,44100,1,16
Major_241.wav,Major,198494,2.25,44100,1,16
Major_296.wav,Major,198494,2.25,44100,1,16
Major_282.wav,Major,198494,2.25,44100,1,16
Major_309.wav,Major,198494,2.25,44100,1,16
Major_321.wav,Major,198494,2.25,44100,1,16
Major_447.wav,Major,194084,2.2,44100,1,16
Major_453.wav,Major,202902,2.3,44100,1,16
Major_335.wav,Major,198494,2.25,44100,1,16
Major_27.wav,Major,194084,2.2,44100,1,16
Major_33.wav,Major,198494,2.25,44100,1,16
Major_484.wav,Major,194084,2.2,44100,1,16
Major_490.wav,Major,198494,2.25,44100,1,16
Major_3.wav,Major,198494,2.25,44100,1,16
Major_123.wav,Major,194084,2.2,44100,1,16
Major_137.wav,Major,202902,2.3,44100,1,16
Major_136.wav,Major,202902,2.3,44100,1,16
Major_122.wav,Major,194084,2.2,44100,1,16
Major_491.wav,Major,198494,2.25,44100,1,16
Major_2.wav,Major,198494,2.25,44100,1,16
Major_485.wav,Major,194084,2.2,44100,1,16
Major_32.wav,Major,198494,2.25,44100,1,16
Major_26.wav,Major,194084,2.2,44100,1,16
Major_452.wav,Major,202902,2.3,44100,1,16
Major_334.wav,Major,198494,2.25,44100,1,16
Major_320.wav,Major,198494,2.25,44100,1,16
Major_446.wav,Major,194084,2.2,44100,1,16
Major_308.wav,Major,198494,2.25,44100,1,16
Major_283.wav,Major,198494,2.25,44100,1,16
Major_297.wav,Major,198494,2.25,44100,1,16
Major_240.wav,Major,198494,2.25,44100,1,16
Major_254.wav,Major,198494,2.25,44100,1,16
Major_268.wav,Major,198494,2.25,44100,1,16
Major_242.wav,Major,198494,2.25,44100,1,16
Major_256.wav,Major,198494,2.25,44100,1,16
Major_281.wav,Major,202902,2.3,44100,1,16
Major_295.wav,Major,198494,2.25,44100,1,16
Major_478.wav,Major,194084,2.2,44100,1,16
Major_336.wav,Major,202902,2.3,44100,1,16
Major_450.wav,Major,202902,2.3,44100,1,16
Major_444.wav,Major,202902,2.3,44100,1,16
Major_322.wav,Major,194084,2.2,44100,1,16
Major_30.wav,Major,198494,2.25,44100,1,16
Major_24.wav,Major,194084,2.2,44100,1,16
Major_0.wav,Major,198494,2.25,44100,1,16
Major_493.wav,Major,198494,2.25,44100,1,16
Major_487.wav,Major,198494,2.25,44100,1,16
Major_18.wav,Major,202902,2.3,44100,1,16
Major_108.wav,Major,202902,2.3,44100,1,16
Major_134.wav,Major,198494,2.25,44100,1,16
Major_120.wav,Major,202902,2.3,44100,1,16
Major_121.wav,Major,202902,2.3,44100,1,16
Major_135.wav,Major,198494,2.25,44100,1,16
Major_109.wav,Major,202902,2.3,44100,1,16
Major_486.wav,Major,198494,2.25,44100,1,16
Major_19.wav,Major,194084,2.2,44100,1,16
Major_1.wav,Major,198494,2.25,44100,1,16
Major_492.wav,Major,198494,2.25,44100,1,16
Major_25.wav,Major,194084,2.2,44100,1,16
Major_31.wav,Major,198494,2.25,44100,1,16
Major_445.wav,Major,202902,2.3,44100,1,16
Major_323.wav,Major,194084,2.2,44100,1,16
Major_337.wav,Major,202902,2.3,44100,1,16
Major_451.wav,Major,202902,2.3,44100,1,16
Major_479.wav,Major,194084,2.2,44100,1,16
Major_294.wav,Major,198494,2.25,44100,1,16
Major_280.wav,Major,202902,2.3,44100,1,16
Major_257.wav,Major,198494,2.25,44100,1,16
Major_243.wav,Major,198494,2.25,44100,1,16
