chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,label
0.44298106,0.8742508,0.3821714,0.2487705,0.15819423,0.24579406,0.10034223,0.24486376,0.64372134,0.18941516,0.05435331,0.13922174,0.13917188,0.2433125,0.14220631,0.16610649,0.11980561,0.1595736,0.11629027,0.1554757,0.3213722,0.13962558,0.10541816,0.10541041,-133.50194,245.36095,19.362803,-24.248047,5.028868,4.137864,-9.681559,-19.94313,-16.82944,-9.93082,-11.189493,-8.320782,-0.57279307,72.74573,40.819725,32.698147,12.620589,9.109335,12.885412,7.5726,8.397073,6.615326,7.181937,6.29883,4.056109,4.165199,22.028824930617276,13.595321764941621,22.11040393404041,29.424554054683963,30.050741241917954,20.50752195561758,25.005060486075852,6.843945893261944,4.3798963314843355,4.332963938375136,5.432611132676997,5.086203184636506,5.545913090903119,4.317094029828866,Major
0.41365165,0.15642005,0.47357377,0.56244975,0.3693607,0.16894053,0.6707794,0.6369017,0.23795314,0.17761616,0.5075786,0.8660123,0.1488982,0.11658338,0.1820285,0.21386799,0.1637573,0.11977442,0.21416387,0.31569973,0.17451328,0.11645272,0.167657,0.23063871,-144.56464,252.74799,28.056759,-25.263256,-5.2841,-0.61327034,-3.6154084,-17.099928,-30.761705,-28.188368,-19.601143,-12.054669,-6.8014345,72.3149,45.437614,32.09529,13.006287,6.1092706,14.105569,5.0903397,9.876828,10.154141,7.6384254,5.5163565,5.720742,7.325774,21.970136926138423,9.555561176057209,20.98890627951663,24.633359799396533,30.942908145221114,21.881002846630835,24.588096872573423,5.939519978613923,3.4122653564051713,4.169965364464344,5.413406111475478,6.285261903941094,7.360737869013083,4.219998261727022,Major
0.13099283,0.3527523,0.92538404,0.70755196,0.46451995,0.38991433,0.33803257,0.36963558,0.18424362,0.27180353,0.31366456,0.10913796,0.13641773,0.10670243,0.19014584,0.19919397,0.21765305,0.26205197,0.22424915,0.27249992,0.15277027,0.1963229,0.23172909,0.122863196,-137.86736,247.02206,29.131222,-28.124037,-7.985183,-7.2150254,-15.124997,-14.78559,-10.414639,-13.838145,-22.679317,-15.391336,-3.081076,69.108444,44.995724,29.962448,12.170256,6.6328816,10.153306,6.4946914,8.138482,6.597543,5.2706184,6.68236,5.957699,3.8065166,21.660567564111844,17.687922939719268,17.893651739651435,25.482379369934012,29.98204100154541,21.184447360849227,23.93626992370837,6.23467461854278,4.494575966758841,3.5964526097525673,5.05961474231681,5.971966731431392,7.209176451358253,3.8972618499369736,Major
0.5983752,0.4636858,0.715025,0.75118434,0.7727876,0.44024846,0.1812134,0.1686056,0.2065465,0.21932717,0.36027712,0.77442604,0.26558378,0.1893652,0.2382243,0.16981904,0.20819913,0.18616213,0.13974848,0.18626402,0.2097685,0.13743475,0.1458743,0.25585923,-146.99431,260.47375,48.05129,-18.83107,0.5808633,9.032574,2.7340395,-2.6727273,-8.112336,-8.047666,-6.643972,-7.7289352,-8.832837,76.95147,50.772236,30.760273,12.231743,10.695722,10.695938,8.429513,6.015645,5.6669626,5.663538,5.094047,4.948086,4.33457,20.995432690727267,11.314013296926056,22.224480436343793,25.029735302147813,28.521381926108905,20.446164380104765,23.30485328099131,6.356425163027788,3.4636726208980613,5.181196351240897,5.120323331720172,6.768605909928113,7.273188807224468,3.7013183861057906,Major
0.75119215,0.5734456,0.58098364,0.5079434,0.67278993,0.49330285,0.2621779,0.34704015,0.5965947,0.36817488,0.28804573,0.5976303,0.2953263,0.22262333,0.25423235,0.23687658,0.28946465,0.2593356,0.2719444,0.25589326,0.31307203,0.23416753,0.2044443,0.17840613,-184.57098,208.65979,66.54073,6.074259,-5.8715277,0.47087762,4.696627,2.060287,-3.5900004,-6.6102266,-7.371654,-4.5867314,-2.0224788,80.18505,75.25244,21.860634,7.843817,10.0406685,5.4521613,5.1097054,5.5099063,6.701274,7.9172115,8.321749,6.912044,6.1790156,21.436100646822673,11.818879392403705,18.51391363500194,20.46261845904921,17.293915582283145,15.259570392415663,25.023618601230524,19.38334979806489,3.6947713730462617,4.985512396575528,5.923656684974666,4.747615075422975,3.653587982409512,6.052653733274318,Major
0.18331625,0.3033201,0.59752023,0.6348846,0.5356567,0.6368985,0.65247685,0.6730998,0.43936595,0.3192681,0.26888034,0.16286302,0.25091496,0.25596824,0.29028663,0.24310593,0.24486701,0.31766254,0.25928614,0.36227107,0.28789726,0.24882902,0.25119755,0.2331797,-174.18893,177.74525,66.088066,0.86007017,-7.0594172,0.931147,1.2387334,-0.4134556,1.4236145,0.7293505,-5.225815,-9.78189,-8.653279,65.044,67.10561,22.158154,9.402041,9.144246,6.207645,4.9962792,5.264325,4.700646,4.5668244,6.6791553,8.748236,8.461536,23.296147864933086,15.906512015273558,18.863572840674887,21.51717137127433,18.283789458783236,15.334028975124271,24.7569591028361,18.762134057982884,4.491903479933885,4.933783493535498,5.609171516195618,5.030747756246371,3.394688425952513,5.200548849303926,Major
0.2447034,0.1894086,0.29303545,0.4093843,0.32642773,0.26873094,0.51650625,0.9230409,0.5522607,0.27268672,0.29682317,0.37948456,0.25397202,0.27779868,0.28611147,0.31731978,0.3141216,0.29600745,0.23563394,0.18744208,0.18766327,0.25638354,0.2437091,0.3030212,-178.18669,190.40466,63.950413,-1.8256902,-5.1512527,4.9706736,4.039495,-2.2832797,-6.7684956,-10.058733,-10.895397,-6.762078,-3.4467661,72.393326,72.860825,22.060217,9.204199,7.882603,6.211576,4.6777225,5.635743,7.7913766,9.536974,9.531969,8.4250555,6.2896843,23.838627337593067,12.141106564597385,21.466474671239656,21.28902052853938,20.371632254822806,15.289597997403082,24.392466310997982,19.234769101805945,3.824463582789067,6.795953776998796,5.88490609595626,5.561246530866069,4.023111455022484,5.972931704684399,Major
0.28126013,0.47787845,0.27167964,0.27829093,0.3200783,0.4464746,0.33056852,0.4836058,0.9427544,0.4369779,0.14026618,0.1380659,0.24456556,0.33143857,0.28317228,0.3105373,0.27567875,0.28928322,0.2733512,0.21683271,0.19810762,0.20083806,0.2560705,0.24650082,-195.3719,158.3398,59.203335,0.47043854,-4.575028,5.1209006,4.436076,-3.0298789,-9.418069,-14.107024,-15.359277,-10.424983,-3.1399927,61.69457,62.686344,19.57358,10.123212,8.281216,6.6453285,5.184106,9.387467,12.5771055,13.381325,12.2580595,9.241618,6.658211,22.085125765580667,11.062606581166582,22.60412306909684,24.139526872633535,18.87261137980408,15.975757671631584,24.496675218591253,18.347965902814412,4.459580034548061,6.597534600082121,6.341481407240901,4.763425897463867,3.2245959063683722,4.594542635087992,Major
0.43874913,0.2703997,0.34995535,0.6581684,0.5881658,0.74404466,0.60170436,0.30420607,0.24508241,0.2934736,0.39129403,0.6413299,0.24505265,0.36102223,0.33057615,0.35577238,0.32553005,0.37831196,0.25864542,0.33641022,0.33634347,0.2918831,0.2097624,0.29058367,-195.58084,167.90358,61.067886,0.21254015,-9.3101635,-1.9464399,0.23962002,-2.5810027,-5.0059996,-3.9216394,-0.060357627,3.5254953,1.5694953,77.433876,77.51743,23.479239,12.638889,14.372888,10.720971,9.1993685,8.647848,8.506507,7.60562,5.263831,5.671196,7.0482373,23.892798897540573,12.191501152767533,19.377745345749503,22.277394866646397,17.843904721339218,14.70546973498021,23.564906900358302,16.624895994555736,4.852865091307621,6.751749085422149,7.212824535567875,5.770223472752987,3.996850152077973,5.6369990122694045,Major
0.43052593,0.29129952,0.19947822,0.280393,0.33244112,0.5525976,0.40933716,0.25481158,0.33581704,0.4365093,0.7536091,0.4651366,0.25231045,0.278063,0.3156917,0.32092708,0.29981276,0.3851286,0.30898753,0.32085535,0.3559885,0.27953678,0.33730456,0.18025187,-174.60555,159.9258,56.32904,1.298345,-1.7783545,2.419282,-2.760892,-5.878608,-4.524144,-7.125755,-12.485395,-12.354099,-8.196736,67.35497,67.2827,20.623734,10.9644785,9.057502,6.563756,7.6704373,8.11114,6.25778,8.429641,9.488398,9.587906,9.235667,23.958916459106636,13.470909937298318,19.701538286275746,22.451338257513356,18.78725773782562,15.77395856078908,24.40130455811241,21.325581281591056,4.133497397111888,5.5092059701702745,6.077797030590997,4.641395510212759,3.3543538177700976,5.44639076861227,Major
0.29232964,0.3173964,0.46214038,0.3100437,0.39229575,0.54979944,0.3330489,0.17488763,0.2893828,0.5025827,0.7602931,0.46995127,0.2253272,0.2698628,0.3310208,0.2694076,0.28082645,0.36907735,0.28819683,0.28825888,0.2434903,0.2319346,0.33250964,0.21248513,-177.57454,167.08844,62.824883,8.544449,3.0308366,7.325223,6.2066803,2.6238961,-0.93069506,-4.8081017,-6.5530224,-4.704675,-4.865229,60.663105,61.589638,20.979769,9.381083,8.386288,5.0917983,4.8013196,5.7345886,5.416876,6.09318,6.6614904,6.789188,7.0631,21.245792129773715,13.470971479501054,18.98654875156553,21.75918922364933,19.881465666024155,15.857517607513456,25.252757977872008,19.18861864075978,3.2517686207444654,4.670644672433469,5.585052425812174,5.327458069194497,3.2715477676632614,5.002128613039003,Major
0.6963136,0.6405143,0.5365094,0.3594326,0.3137134,0.37548247,0.58208513,0.55438524,0.53320897,0.59426904,0.68023896,0.6610262,0.31283763,0.22346748,0.26984543,0.23871453,0.24633543,0.24877158,0.30986914,0.30342463,0.30781382,0.26450908,0.27890688,0.26845708,-185.9116,200.97438,69.3436,11.002145,1.5248116,3.4721973,6.053999,3.591347,-2.2070549,-7.07983,-7.9548125,-2.857744,0.85791624,70.84532,68.967415,20.997663,8.612917,8.431506,6.0459647,3.6142771,4.037588,5.964328,7.4916377,7.231107,5.192699,4.453905,20.706007283265503,10.301767342643759,15.297592722585373,20.87847146487289,19.29915914206089,15.5777235945721,25.08466344754072,15.996594090591056,4.236924386831422,5.143957168386144,6.063644246500119,5.533592176904993,3.886107707894401,5.5848600237838655,Major
0.2219663,0.20233247,0.27597448,0.22044183,0.328633,0.4742545,0.556716,0.77908224,0.48685637,0.43697193,0.60510325,0.37529463,0.24609071,0.26734746,0.28110877,0.29027084,0.31804863,0.3560769,0.23125799,0.30548978,0.18865529,0.25985187,0.34852242,0.23876147,-192.15846,182.33656,63.729916,3.4399319,-2.0511396,2.2732375,-0.22821698,-4.862425,-8.072812,-9.758392,-7.957512,-3.156549,-3.9153924,67.088585,67.16179,20.837427,9.992567,8.536709,4.861211,5.283036,7.8500366,8.329849,7.906365,7.1736555,6.7658978,6.5417156,22.06539703714379,10.726332764607163,19.798147687754426,22.398847923740245,20.313761663032082,15.473049488867382,24.759150923187637,17.647297814847523,4.156868754072538,5.925937139656482,6.363212033250662,5.747319593296526,3.9991247653485007,5.90063490560924,Major
0.7623908,0.57888985,0.45493302,0.49732822,0.34960213,0.3330724,0.49124813,0.34132722,0.2949185,0.40955195,0.7483306,0.8072384,0.24485551,0.300517,0.2913912,0.2824745,0.3153477,0.3170228,0.35703272,0.3079829,0.30579334,0.24346928,0.2546517,0.2724256,-179.79103,182.05714,62.748287,1.4454322,-5.792268,1.8237444,0.74244636,-4.5434217,-6.9954524,-4.6013412,-0.9716051,-0.13266243,-2.823893,104.41129,84.08678,28.798471,10.173604,8.492336,7.562628,6.551863,8.170442,8.643919,7.476738,6.1054025,7.085162,8.053244,26.04230400181739,10.878045179679598,17.98910365689471,19.58517251901015,17.80957162531082,14.536855101675723,23.510842851972782,23.045062933707996,3.6603376732725885,6.045142295753478,6.662507091212315,5.867407981515214,4.212555503173674,7.156257034872272,Major
0.8532021,0.7265776,0.7302035,0.6147065,0.20233372,0.25050655,0.49913442,0.38128206,0.3591895,0.50737697,0.44828194,0.4364934,0.23166598,0.23452167,0.2782573,0.21252257,0.11397168,0.18307506,0.25408003,0.19083796,0.22818026,0.25195903,0.19580017,0.1394607,-128.94086,260.45804,31.635893,-21.292627,2.24358,1.4587824,-8.5406065,-13.957162,-15.327763,-13.678809,-13.494976,-9.843376,-4.104927,68.50147,45.96099,29.884472,10.526771,7.321709,10.884826,5.8713913,7.917416,7.3916383,6.8962564,5.3908143,3.4660163,4.529847,23.035085233295014,11.065655210154592,20.10743263258351,25.956317376421165,29.025929249840303,23.486575231865746,24.831852102207478,7.1816118806639135,3.7276815648910846,4.27562550400189,5.272978316792608,5.828413079005041,7.95340620541369,4.361981374483529,Major
0.3665562,0.41671744,0.31624582,0.47404602,0.7365617,0.5176989,0.28387496,0.34282386,0.695157,0.5313801,0.3711057,0.5425795,0.2101796,0.26480123,0.24656491,0.22997935,0.2857053,0.23793933,0.2658202,0.24898337,0.33043468,0.2509328,0.21325573,0.30894908,-180.57634,196.38445,68.79621,2.2116795,-6.7412763,1.0090698,1.0432625,-3.7507443,-10.13825,-12.352509,-9.4862795,-1.4134245,1.4934211,95.873474,70.32556,24.38433,9.108614,7.5266066,5.475882,4.12441,7.5830817,9.532881,9.459363,8.169878,5.762448,6.6118426,21.832120583642716,10.428892916345763,18.21077984476308,20.63570121395294,17.630276449720107,15.70286204845546,24.568538708747614,17.24864766329164,2.9704475828790864,5.136778604242542,6.316791599755418,4.432667238510061,3.6051236139701004,5.744825195756431,Major
0.48082942,0.32899812,0.31753814,0.5403073,0.9757338,0.5677336,0.28653556,0.21862128,0.31816548,0.48492238,0.4024709,0.5690337,0.24629912,0.27376398,0.2923532,0.21290745,0.110335335,0.21989202,0.3172952,0.32852432,0.2810972,0.27476045,0.2519193,0.26726738,-185.6521,192.88692,61.67217,-0.071464375,-8.026453,-1.4465085,3.7132452,1.950348,-3.7128062,-8.035728,-7.609293,-2.7749243,-0.4145385,81.54399,79.53223,22.83362,11.070562,10.960699,6.395267,4.175784,4.061417,5.821255,7.570211,7.816991,6.0708604,5.1167316,25.769644988364327,9.580273649076007,19.67263521883022,22.300088618563016,16.975186596144987,15.437115230977332,23.75589663874809,21.32802564898865,3.7061659368402875,6.2745393904215705,6.983142989363169,4.651457396630783,4.0051569852413715,6.608842203699752,Major
0.35662708,0.40133235,0.31180125,0.46220517,0.7061396,0.5154247,0.46547776,0.69995904,0.48489836,0.36878303,0.36204195,0.5281687,0.22614315,0.27121586,0.26682884,0.25538477,0.3020908,0.25058553,0.23808508,0.34890848,0.23180684,0.28530276,0.23368178,0.3160751,-186.2797,196.08195,69.25023,0.59351844,-6.1306677,3.6523046,2.7466521,-5.247485,-13.134247,-15.050171,-9.644736,-0.16587216,1.9090676,86.2054,74.256996,25.24146,9.384908,8.168828,5.477635,4.1721997,7.59377,9.991432,10.283888,8.132277,6.006691,6.2507453,23.060830448078537,9.29963830443389,18.39770032076662,20.00325936636224,20.04883374331549,15.446308576248443,24.166696630713492,19.090231653278423,3.8720731345714756,5.536549792847158,5.985643140806482,5.524574334392872,3.8584677069481175,6.116421111509367,Major
0.35145357,0.41509804,0.29507577,0.38095352,0.6515533,0.67651683,0.6211711,0.6396415,0.59237194,0.5600344,0.4096922,0.506289,0.2263622,0.28520837,0.2801554,0.26725122,0.281027,0.29048693,0.28860492,0.37306374,0.3287479,0.29782525,0.1997182,0.33989835,-180.86743,172.51538,69.34592,7.7869344,-3.1800327,2.0150154,-0.71269923,-6.064463,-9.205154,-9.997894,-9.287254,-6.2281723,-4.103589,90.951515,73.323875,28.7498,8.981585,8.761836,5.771122,5.2370653,7.7116795,8.10941,7.9320354,7.9808226,7.9397707,6.9731345,23.03166238029574,9.43970399002813,17.426802448786493,19.74277141435302,17.44760152609333,14.864931223580871,23.577133073291968,19.618514484138835,3.367436887078697,6.1681829729010165,6.05437810910923,5.58104592919801,4.0898659173393,6.21133991525951,Major
0.30805597,0.47472912,0.34417513,0.43776098,0.7332666,0.7667134,0.699542,0.70088756,0.65190005,0.60787475,0.32889768,0.21740381,0.26991624,0.2919572,0.30574182,0.28337717,0.23660658,0.2545463,0.24940613,0.3398453,0.30022043,0.28159314,0.25202313,0.27172545,-178.57317,173.04623,68.99003,5.167273,-4.3786526,2.65128,1.1040809,-4.5619874,-6.623143,-6.7448096,-6.809496,-5.6048627,-4.158377,71.699844,76.16033,28.955397,7.402831,7.871416,5.5450597,4.58441,7.282536,7.654157,7.570082,7.8712373,8.355207,7.6774015,25.360038414737144,9.564298381170293,16.51880003649088,20.78521942816921,17.69970013354674,14.752533018404721,23.394945618710977,23.11764747501542,3.341236097354061,5.178751717357183,6.919730888460886,5.797514194522977,4.412359575616925,6.88613080238475,Major
0.3966,0.5980072,0.45049396,0.64843965,0.8928373,0.59259874,0.3157486,0.31159514,0.4813931,0.5178292,0.37007385,0.43647555,0.25589207,0.33093888,0.26850703,0.2209036,0.21501239,0.23005715,0.32552186,0.32427317,0.31115744,0.30430034,0.24404106,0.22815607,-181.52351,191.36093,66.94171,-0.46520352,-8.375697,1.4846523,5.6185,0.5857975,-7.584609,-11.612574,-9.075897,-2.6151948,2.031698,82.19878,83.72119,26.90651,10.289791,10.18714,5.528721,4.1178284,5.1064057,8.791942,10.220777,8.765382,6.5982885,5.3653708,26.635600996229797,11.40488829771789,18.867329523919107,18.878224534914157,17.66829137985579,14.856931958869394,23.377091398423527,23.070729145625844,3.313308763066606,6.2542194941783285,5.965092433646852,5.185737933402452,4.008597002391444,6.974099777782666,Major
